School Number,School Name,Address,Suburb,Postcode,Latitude,Longitude
102,East Murray Area School,1182 East Murray Area School Road,Mindarie,5309,-34.815955,140.216073
104,Coromandel Valley Primary School,339 Main Road,Coromandel Valley,5051,-35.033562,138.626758
105,Glossop High School Senior Campus,50 Burgess Drive,Berri,5343,-34.284555,140.602515
106,Cowandilla Primary School,21 Jenkins Street,Cowandilla,5033,-34.934543,138.558874
107,Crafers Primary School,55 Piccadilly Road,Crafers,5152,-34.993387,138.71348
111,Crystal Brook Primary School,7 Mitchell Street,Crystal Brook,5523,-33.352948,138.213543
114,Curramulka Primary School,Sixth Street,Curramulka,5580,-34.695502,137.713697
116,Murray Bridge Special School,1 North Terrace,Murray Bridge,5253,-35.115681,139.269869
120,Gilles Street Primary School,91 Gilles Street,Adelaide,5000,-34.93449,138.604464
123,Echunga Primary School,802 Echunga Road,Echunga,5153,-35.097706,138.79085
124,Eden Hills Primary School,78 Wilpena Street,Eden Hills,5050,-35.020546,138.595317
126,Edithburgh Primary School,Giles Terrace,Edithburgh,5583,-35.080214,137.74404
127,Edwardstown Primary School,Maria Street,Melrose Park,5039,-34.978729,138.57801
128,Elliston Area School,,Elliston,5670,-33.644153,134.892451
131,Norwood Primary School,37 Osmond Terrace,Norwood,5067,-34.92240339,138.6316703
135,Flinders Park Primary School,70 Holbrooks Road,Flinders Park,5025,-34.911103,138.54754
136,Lenswood Primary School,Adelaide-Lobethal Road,Lenswood,5240,-34.922274,138.823468
138,Frances Primary School,23 Racecourse Road,Frances,5262,-36.708483,140.956465
139,Freeling Primary School,Coulls Street,Freeling,5372,-34.457881,138.811701
141,Gawler Primary School,School Road,Gawler,5118,-34.597541,138.740692
142,Evanston Gardens Primary School,71 Angle Vale Road,Evanston Gardens,5116,-34.623986,138.720025
144,Georgetown Primary School,41 School Road,Georgetown,5472,-33.363733,138.38608
145,Geranium Primary School,1-3 Geranium Terrace,Geranium,5301,-35.378728,140.160067
146,Gilles Plains Primary School,Beatty Avenue,Hillcrest,5086,-34.858157,138.651728
147,Gladstone Primary School,2 West Terrace,Gladstone,5473,-33.266137,138.350584
148,Glenburnie Primary School,36 Kromelite Road,Glenburnie,5291,-37.84041,140.863876
152,Glen Osmond Primary School,5 Fisher Street,Myrtle Bank,5064,-34.957051,138.637255
153,Glossop Primary School,Mitchell Terrace,Glossop,5344,-34.271342,140.524768
156,Goodwood Primary School,140 Goodwood Road,Goodwood,5034,-34.951434,138.588694
157,Goolwa Primary School,Gardiner Street,Goolwa,5214,-35.497553,138.780252
160,Greenock Primary School,Bevan Street,Greenock,5360,-34.459939,138.921793
162,Gumeracha Primary School,Albert Street,Gumeracha,5233,-34.824981,138.880956
163,Hahndorf Primary School,12 Church Street,Hahndorf,5245,-35.027625,138.810629
167,Hamley Bridge Primary School,13 Florence Street,Hamley Bridge,5401,-34.354549,138.684929
169,Rose Park Primary School,54 Alexandra Avenue,Rose Park,5067,-34.93161,138.628893
171,Happy Valley Primary School,18 Education Road,Happy Valley,5159,-35.087062,138.583603
175,Hawker Area School,Arkaba Street,Hawker,5434,-31.89042,138.427892
176,Heathfield Primary School,201 Longwood Road,Heathfield,5153,-35.03002,138.727311
177,Henley Beach Primary School,38 Hazel Terrace,Henley Beach South,5022,-34.929734,138.499429
179,North Adelaide Primary School,62-80 Tynte Street,North Adelaide,5006,-34.905096,138.597558
187,Houghton Primary School,1376 Lower North East Road,Houghton,5131,-34.831521,138.759129
194,Jervois Primary School,Rayson Street,Jervois,5259,-35.266177,139.437094
195,Youth Education Centre,Goldsborough Road,Cavan,5094,-34.828265,138.60253
197,Kalangadoo Primary School,48B Kangaroo Flat Road,Kalangadoo,5278,-37.564684,140.695568
198,Kangarilla Primary School,Main Road,Kangarilla,5157,-35.147815,138.659484
200,Kapunda Primary School,Mildred Street,Kapunda,5373,-34.337951,138.918029
202,Alberton Primary School,14 Broad Street,Queenstown,5014,-34.862675,138.51264
204,Kersbrook Primary School,Bowden Street,Kersbrook,5231,-34.782306,138.849719
205,Keyneton Primary School,,Keyneton,5353,-34.554333,139.1338
207,Kilkenny Primary School,Jane Street,West Croydon,5008,-34.890764,138.552731
209,Kingston on Murray Primary School,East Terrace,Kingston on Murray,5331,-34.222619,140.346866
210,Aldgate Primary School,3 Fairview Road,Aldgate,5154,-35.019502,138.748939
211,Kongorong Primary School,34 School Road,Kongorong,5291,-37.902241,140.560875
212,Koolunga Primary School,,Koolunga,5464,-33.580835,138.335026
214,Mid North Education Centre,David Street,Port Pirie,5540,-33.17503,138.005415
218,Eastern Fleur Langhorne Creek Campus,,Langhorne Creek,5255,-35.296945,139.035993
219,Largs Bay School,215 Fletcher Road,Largs Bay,5016,-34.823557,138.49427
220,Laura Primary School,East Terrace,Laura,5480,-33.187073,138.303714
221,Le Fevre Peninsula Primary School,Shorney Street,Birkenhead,5015,-34.840072,138.495412
222,Aldinga Beach B-7 School,Quinliven Road,Aldinga,5173,-35.268942,138.461849
223,Light Pass Primary School,395 Light Pass Road,Light Pass,5355,-34.46919,139.025019
225,Littlehampton Primary School,16-30 Baker Street,Littlehampton,5250,-35.049605,138.868025
227,Lobethal Primary School,1 School Road,Lobethal,5241,-34.90169,138.871723
230,Lock Area School,West Terrace,Lock,5633,-33.567909,135.753344
231,Lockleys Primary School,29 Elston Street,Brooklyn Park,5032,-34.930203,138.535095
237,Lyndoch Primary School,Margaret Street,Lyndoch,5351,-34.60554,138.885678
239,Macclesfield Primary School,Luck Street,Macclesfield,5153,-35.171357,138.838503
241,Mallala Primary School,28 Owen Road,Mallala,5502,-34.434716,138.510526
242,Angaston Primary School,5 Moculta Road,Angaston,5353,-34.499092,139.050833
245,Manoora Primary School,3 Weymouth Street,Manoora,5414,-34.006284,138.814121
248,Marree Aboriginal School,First Street,Marree,5733,-29.649196,138.061033
249,Marryatville Primary School,Dankel Avenue,Kensington,5068,-34.924542,138.649185
250,McLaren Flat Primary School,49 Main Road,McLaren Flat,5171,-35.206109,138.587206
251,McLaren Vale Primary School,Caffrey Street,McLaren Vale,5171,-35.211634,138.531402
252,Meadows Primary School,Mawson Road,Meadows,5201,-35.180498,138.761924
253,Melrose Primary School,29 Stuart Street,Melrose,5483,-32.823832,138.187995
255,Angle Vale Primary School,Heaslip Road,Angle Vale,5117,-34.643388,138.647377
262,Eastern Fleurieu Milang Campus,Cnr Coxe & Rivers Streets,Milang,5256,-35.405862,138.973123
265,Mil Lel Primary School,465 Kennedy Avenue,Mil-Lel,5291,-37.781125,140.825631
269,Farrell Flat Primary School,Love Street,Farrell Flat,5416,-33.919182,138.719942
270,Mitcham Primary School,Hillview Road,Kingswood,5062,-34.972879,138.616131
272,Modbury School Preschool to Year 7,2-18 Golden Grove Road,Modbury North,5092,-34.825905,138.692227
274,Monash Primary School,22 Jackson Street,Monash,5342,-34.236306,140.559419
279,Moorak Primary School,171 Yells Road,Moorak,5291,-37.86465,140.736981
280,Moorook Primary School,Wachtel Rd,Moorook,5332,-34.276231,140.351142
282,Morgan Primary School,Fourth Street,Morgan,5320,-34.029492,139.670335
285,Mount Barker Primary School,2A Dumas Street,Mount Barker,5251,-35.067641,138.853522
288,Mount Burr Primary School,Thomas Drive,Mount Burr,5279,-37.54095,140.459314
289,Mount Compass Area School,School Road,Mount Compass,5210,-35.350201,138.619759
290,Reidy Park Primary School,O'Halloran Terrace,Mount Gambier,5290,-37.834544,140.771765
293,Mount Pleasant Primary School,22 Hospital Road,Mount Pleasant,5235,-34.774395,139.053867
296,Mount Torrens Primary School,39 Prescott Street,Mount Torrens,5244,-34.872528,138.964449
297,Mundulla Primary School,,Mundulla,5270,-36.357628,140.693069
299,Murray Bridge North School,1 North Terrace,Murray Bridge,5253,-35.115804,139.269327
301,Mylor Primary School,220 Strathalbyn Road,Mylor,5153,-35.040969,138.760093
302,Mypolonga Primary School,,Mypolonga,5254,-35.040591,139.357523
303,Myponga Primary School,Hutchinson Street,Myponga,5202,-35.392694,138.464452
305,Nailsworth Primary School,2 Balfour Street,Nailsworth,5083,-34.88242,138.603752
306,Nairne Primary School,5 Saleyard Road,Nairne,5252,-35.03837,138.903539
308,Napperby Primary School,Oaks Road,Napperby,5540,-33.153603,138.11349
309,Naracoorte Primary School,Park Terrace,Naracoorte,5271,-36.951082,140.738119
313,Old Noarlunga Primary School,Malpas Street,Old Noarlunga,5168,-35.182997,138.500633
314,Northfield Primary School,North Avenue,Northfield,5085,-34.849012,138.61972
316,Norton Summit Primary School,15 Crescent Drive,Norton Summit,5136,-34.927695,138.728837
318,Nuriootpa Primary School,15 Buna Terrace,Nuriootpa,5355,-34.472908,139.001322
322,One Tree Hill Primary School,"One Tree Hill Primary School, McGilp Road",One Tree Hill,5114,-34.713101,138.766547
323,Coorara Primary School,Taylors Avenue,Morphett Vale,5162,-35.131326,138.542009
324,Oodnadatta Aboriginal School,Kutaya Tce,Oodnadatta,5734,-27.548914,135.445834
325,Owen Primary School,Fourth Street,Owen,5460,-34.271796,138.542669
326,Palmer Primary School,Olive Grove Avenue,Palmer,5237,-34.853574,139.161721
327,Paracombe Primary School,4 Harvey Road,Paracombe,5132,-34.851674,138.781984
328,Parkside Primary School,12 Robsart Street,Parkside,5063,-34.944657,138.620087
329,Glossop High School Middle Campus,535 Old Sturt Highway,Glossop,5344,-34.274808,140.534942
332,Disability Unit Pasadena High School,241-277 Daws Road,Pasadena,5042,-34.993333,138.590102
336,Penneshaw Campus,Howard Drive,Penneshaw,5222,-35.720872,137.931836
337,Pennington Primary School,Butler Avenue,Pennington,5013,-34.857487,138.532493
338,Penong Primary School,,Penong,5690,-31.92861,133.005426
339,Peterborough Primary School,75 Bridges Street,Peterborough,5422,-32.971085,138.832375
340,Ascot Park Primary School,1-37 Pildappa Avenue,Park Holme,5043,-34.990774,138.554376
342,Eastern Fleurieu Ashbourne Campus,14 Ashbourne Road,Ashbourne,5157,-35.288765,138.765705
346,Plympton Primary School,19 Owen Street,Plympton,5038,-34.9612,138.556819
351,Poonindie Community Learning Centre,Hirschausen Road,Poonindie,5607,-34.580807,135.881095
352,Pooraka Primary School,11 South Terrace,Pooraka,5095,-34.833519,138.613108
355,Port Augusta West Primary School,46 Mildred Street,Port Augusta West,5700,-32.483205,137.754202
356,Port Elliot Primary School,4 Cameron Street,Port Elliot,5212,-35.530015,138.678278
358,Port Kenny Primary School,Little Street,Port Kenny,5671,-33.165184,134.684419
359,Port Lincoln Primary School,Lincoln Place,Port Lincoln,5606,-34.723909,135.857158
361,Port Neill Primary School,,Port Neill,5604,-34.116548,136.342001
362,Port Noarlunga Primary School,10 James Avenue,Port Noarlunga,5167,-35.143859,138.473037
363,Port Pirie West Primary School,214 The Terrace,Port Pirie,5540,-33.181868,138.002596
365,Port Vincent Primary School,Minlacowie Road,Port Vincent,5581,-34.78159,137.859268
366,Port Wakefield Primary School,22 Mine Street,Port Wakefield,5550,-34.187379,138.149302
368,Prospect Primary School,27 Gladstone Road,Prospect,5082,-34.884916,138.59012
372,Ramco Primary School,,Ramco,5322,-34.169777,139.933102
375,Rendelsham Primary School,Nilsson Street,Rendelsham,5280,-37.551464,140.225149
376,Renmark Primary School,58 Murtho Street,Renmark,5341,-34.171145,140.739423
377,Renmark North Primary School,Warrego Street,Renmark North,5341,-34.126289,140.711409
378,Renmark West Primary School,Tarcoola Street,Renmark,5341,-34.166258,140.710394
379,Reynella Primary School,55-63 Concord Drive,Old Reynella,5161,-35.100928,138.537502
381,Richmond Primary School,8 Surrey Road,Keswick,5035,-34.943391,138.571798
383,Riverton Primary School,21 Swinden Street,Riverton,5412,-34.15606,138.744199
384,Robe Primary School,Union Street,Robe,5276,-37.16374,139.761657
385,Robertstown Primary School,Corey Street,Robertstown,5381,-33.98999,139.084262
387,Roseworthy Primary School,Gartrell Street,Roseworthy,5371,-34.53392,138.748218
389,Saddleworth Primary School,7 Saddle Road,Saddleworth,5413,-34.080565,138.783159
391,St Leonards Primary School,Jervois Street,Glenelg North,5045,-34.972261,138.519785
395,Sandy Creek Primary School,Davies Road,Cockatoo Valley,5351,-34.610068,138.829663
396,Scott Creek Primary School,519 Scott Creek Road,Scott Creek,5153,-35.056668,138.706377
397,Seaton Park Primary School,80 Balcombe Avenue,Seaton,5023,-34.895535,138.519943
406,Solomontown Primary School,79 Three Chain Road,Port Pirie,5540,-33.18994,138.019589
407,Spalding Primary School,Edgeware Avenue,Spalding,5454,-33.496312,138.611066
408,Springton Primary School,,Springton,5235,-34.706581,139.088713
411,Stansbury Primary School,North Terrace,Stansbury,5582,-34.907661,137.794614
413,Stirling East Primary School,51 Braeside Road,Stirling,5152,-35.002222,138.734746
418,Eastern Fleurieu Strath R-6 Campus,34 East Terrace,Strathalbyn,5255,-35.256204,138.898587
419,Athelstone School,8 Brookside Road,Athelstone,5076,-34.867631,138.699613
422,Suttontown Primary School,Pine Hall Avenue,Suttontown,5291,-37.797141,140.76955
423,Swan Reach Area School,,Swan Reach,5354,-34.571572,139.604009
424,Tailem Bend Primary School,1 Murray Street,Tailem Bend,5260,-35.259104,139.457249
425,Auburn Primary School,St Vincent Street,Auburn,5451,-34.026172,138.683695
426,Tantanoola Primary School,Randall Street,Tantanoola,5280,-37.698965,140.454535
427,Tanunda Primary School,Research Road,Tanunda,5352,-34.526253,138.959337
430,Tarlee Primary School,38-42 Craig Street,Tarlee,5411,-34.269925,138.772668
432,Tea Tree Gully Primary School,7-9 Neale Street,Tea Tree Gully,5091,-34.822942,138.727177
438,Tintinara Area School,37 Wendt Terrace,Tintinara,5266,-35.882498,140.060951
442,Truro Primary School,1 Burr Street,Truro,5356,-34.4112,139.12638
444,Two Wells Primary School,Gawler Road,Two Wells,5501,-34.591316,138.516996
446,Ungarra Primary School,Ashman Terrace,Ungarra,5607,-34.18083,136.047417
447,Unley Primary School,222 Wattle Street,Unley,5061,-34.953509,138.61001
448,Upper Sturt Primary School,118 Upper Sturt Road,Upper Sturt,5156,-35.018986,138.683375
449,Uraidla Primary School,17 Kidney Street,Uraidla,5142,-34.959029,138.743391
453,Victor Harbor R-7 School,The Parkway,Victor Harbor,5211,-35.540745,138.624353
455,Virginia Primary School,Park Road,Virginia,5120,-34.664481,138.555693
456,Waikerie Primary School,23 Coombe Terrace,Waikerie,5330,-34.181117,139.981115
457,Walkerville Primary School,159 Stephen Terrace,Walkerville,5081,-34.895194,138.613241
459,Wallaroo Primary School,Hughes Street,Wallaroo,5556,-33.932746,137.624271
460,Wallaroo Mines Primary School,Lipson Avenue,Kadina,5554,-33.965894,137.69872
467,Warooka Primary School,47 Main Street,Warooka,5577,-34.990788,137.399042
469,Wasleys Primary School,Annie Terrace,Wasleys,5400,-34.471428,138.680561
470,Watervale Primary School,27 Main North Road,Watervale,5452,-33.960982,138.644648
473,Allenby Gardens Primary School,Barham Street,Allenby Gardens,5009,-34.90181,138.554862
474,Trinity Gardens Primary School,160 Portrush Road,Trinity Gardens,5068,-34.907992,138.641783
475,Westbourne Park Primary School,2 Marlborough Road,Westbourne Park,5041,-34.969224,138.591941
476,Adelaide North Special School,135 Douglas Drive,Munno Para,5115,-34.710127,138.673359
477,Balaklava Primary School,Wallace Street,Balaklava,5461,-34.151438,138.416488
478,Whyalla Town Primary School,3-9 Walls Street,Whyalla,5600,-33.035531,137.583641
479,Memorial Oval Primary School,Bradford Street,Whyalla,5600,-33.033445,137.568711
482,Williamstown Primary School,15 Margaret Street,Williamstown,5351,-34.667928,138.890491
483,Wilmington Primary School,12 Beauval Street,Wilmington,5485,-32.651173,138.101868
486,Winkie Primary School,Winkie Road,Winkie,5343,-34.290735,140.54478
487,Wirrabara Primary School,East Terrace,Wirrabara,5481,-33.036284,138.273277
495,Woodside Primary School,23 Moffett Street,Woodside,5244,-34.952342,138.879672
497,Woodville Primary School,Evans Street,Woodville South,5011,-34.880569,138.532716
501,Yahl Primary School,10 Lange Road,Yahl,5291,-37.87919,140.831985
506,Barmera Primary School,1 Rumbold Drive,Barmera,5345,-34.25159,140.478058
509,Andamooka Primary School,,Andamooka,5722,-30.44907,137.167451
511,Basket Range Primary School,16 Cramond Road,Basket Range,5138,-34.938262,138.766577
519,Beachport Primary School,Golf Course Road,Beachport,5280,-37.475436,140.009715
524,Belair Primary School,45-83 Main Road,Belair,5052,-35.004748,138.625784
532,Berri Primary School,11 Sultana Street,Berri,5343,-34.279661,140.594112
533,Wynn Vale R-7 School,17-19 Sunnybrook Drive,Wynn Vale,5127,-34.800674,138.687256
536,Aberfoyle Hub R-7 School,29 Jeanette Crescent,Aberfoyle Park,5159,-35.078139,138.595142
537,Parafield Gardens R-7 School,23 Shepherdson Road,Parafield Gardens,5107,-34.785192,138.616383
547,Birdwood Primary School,Shannon Street,Birdwood,5234,-34.821057,138.960319
548,Black Forest Primary School,679 South Road,Black Forest,5035,-34.960471,138.573756
559,Whyalla Special Education Centre,Russell Street,Whyalla Norrie,5608,-33.028141,137.553098
563,Lake Wangary Primary School,Third Street,Wangary,5607,-34.550294,135.479343
565,Blackwood Primary School,4 Seymour Street,Eden Hills,5050,-35.024715,138.607738
570,Prospect North Primary School,30 Stuart Road,Prospect,5082,-34.874397,138.596495
571,Blanchetown Primary School,Godley Street,Blanchetown,5357,-34.35059,139.610574
574,Para Hills High School,90 Beafield Road,Para Hills West,5096,-34.799266,138.650711
583,Marden Senior College,1-37 Marden Road,Marden,5070,-34.891197,138.634517
586,Blyth Primary School,August Street,Blyth,5462,-33.843766,138.490696
592,Nangwarry Primary School,Whitford Crescent,Nangwarry,5277,-37.541463,140.818486
593,Padthaway Primary School,Vogelsang Road,Padthaway,5271,-36.593126,140.496854
596,Highbury Primary School,Cnr Honeysuckle Drive & Payne St,Hope Valley,5090,-34.848154,138.710133
600,Booborowie Primary School,South Terrace,Booborowie,5417,-33.56631,138.759777
605,Millicent North Primary School,Second Street,Millicent,5280,-37.592968,140.343376
625,Whyalla Stuart Campus R-7,Bastyan Crescent,Whyalla Stuart,5608,-33.026989,137.526132
632,Keller Road Primary School,Keller Road,Salisbury East,5109,-34.792341,138.656283
636,Bridgewater Primary School,46 Morella Grove,Bridgewater,5155,-35.004283,138.762749
637,Brighton Primary School,1 Highet Avenue,Brighton,5048,-35.015974,138.526228
638,Wirreanda Secondary School,105 Richards Drive,Morphett Vale,5162,-35.127607,138.533815
640,Hallett Cove School,2-32 Gledsdale Road,Hallett Cove,5158,-35.075965,138.511116
641,Seaford Secondary College,Lynton Terrace,Seaford,5169,-35.187173,138.482221
644,Yunta Rural School,Railway Terrace,Yunta,5440,-32.579123,139.562252
646,Brompton Primary School,Napier Street,Renown Park,5008,-34.893989,138.581272
647,Linden Park Primary School,14 Hay Road,Linden Park,5065,-34.9478,138.646019
649,Madison Park School,19 Lincoln Avenue,Salisbury East,5109,-34.783863,138.662355
650,Rapid Bay Primary School,Essington Lewis Drive,Rapid Bay,5204,-35.526676,138.193855
651,Parndana Campus,Wedgewood Road,Parndana,5220,-35.786767,137.263093
658,Forbes Primary School,80 Thomas Street,South Plympton,5038,-34.978139,138.557598
660,Enfield Primary School,Clarice Avenue,Enfield,5085,-34.865172,138.603431
664,Salisbury North R-7 School,38 Bagster Road,Salisbury North,5108,-34.753263,138.635426
665,Hillcrest Primary School,Condamine Street,Hillcrest,5086,-34.866383,138.638678
666,Darlington Primary School,9-11 White Crescent,Seacombe Gardens,5047,-35.027204,138.546916
668,Paringa Park Primary School,21 Bowker Street,North Brighton,5048,-35.002543,138.525628
670,Hendon Primary School,Cedar Avenue,Royal Park,5014,-34.878622,138.510533
677,Nicolson Avenue Primary School,Nicolson Avenue,Whyalla Norrie,5608,-33.028888,137.549699
678,Loxton North Primary School,Balfour-Ogilvy Road,Loxton North,5333,-34.413133,140.624328
679,Willsden Primary School,Elizabeth Terrace,Port Augusta,5700,-32.506303,137.780351
685,Risdon Park Primary School,Kingston Road,Port Pirie,5540,-33.203247,138.008071
688,Elizabeth South Primary School,Chivell Street,Elizabeth South,5112,-34.73111,138.66211
689,Hampstead Primary School,38-56 Muller Road,Greenacres,5086,-34.870813,138.625981
699,Burnside Primary School,11 High Street,Burnside,5066,-34.935601,138.661574
702,Bute Primary School,Third Street,Bute,5560,-33.864926,138.003827
704,Cadell Primary School,415 Cadell Valley Road,Cadell,5321,-34.0565056,139.7717306
705,Callington Primary School,North Terrace,Callington,5254,-35.114221,139.038981
714,Challa Gardens Primary School,Humphries Terrace,Kilkenny,5009,-34.877305,138.555678
719,Clare Primary School,137 Main North Road,Clare,5453,-33.840746,138.618052
720,Clarendon Primary School,Potter Road,Clarendon,5157,-35.110275,138.632175
721,Cobdogla Primary School,Dolan Street,Cobdogla,5346,-34.242439,140.406113
723,Colonel Light Gardens Primary School,Windsor Avenue,Colonel Light Gardens,5041,-34.986809,138.59544
724,Compton Primary School,13 Compton Hall Road,Suttontown,5291,-37.801357,140.728606
729,Coomandook Area School,,Coomandook,5261,-35.476023,139.70898
730,Coonalpyn Primary School,4 Coombe Terrace,Coonalpyn,5265,-35.698735,139.852091
731,Coorabie RS-Annexe of Penong PS,,Coorabie,5690,-31.8270052,132.3082063
732,Ardrossan Area School,14 Second Street,Ardrossan,5571,-34.423756,137.91592
733,Bordertown Primary School,South Terrace,Bordertown,5268,-36.315105,140.765108
734,Ceduna Area School,6 May Crescent,Ceduna,5690,-32.137676,133.671396
735,Cowell Area School,42 Story Street,Cowell,5602,-33.682729,136.918442
736,Kimba Area School,69 West Terrace,Kimba,5641,-33.135605,136.419417
737,Kingston Community School,46 East Terrace,Kingston SE,5275,-36.836179,139.857605
740,Orroroo Area School,West Terrace,Orroroo,5431,-32.728505,138.612211
741,Port Broughton Area School,12 East Terrace,Port Broughton,5522,-33.604039,137.933111
742,Snowtown Primary School,31 Glen Davidson Drive,Snowtown,5520,-33.783548,138.221653
743,Tumby Bay Area School,West Terrace,Tumby Bay,5605,-34.37575,136.099182
744,Willunga Primary School,247 Main Road,Willunga,5172,-35.269384,138.552628
745,Streaky Bay Area School,109 Wells Street,Streaky Bay,5680,-32.798217,134.201213
746,Woomera Area School,Dewrang Avenue,Woomera,5720,-31.195174,136.826289
747,Cambrai Area School,Main Road,Cambrai,5353,-34.653408,139.280554
748,Leigh Creek Area School,Blackoak Drive,Leigh Creek,5731,-30.592696,138.401257
749,Lucindale Area School,14 Fairview Road,Lucindale,5272,-36.964206,140.370633
750,Meningie Area School,1 North Terrace,Meningie,5264,-35.682635,139.342158
751,Allendale East Area School,Bay Road,Allendale East,5291,-38.002461,140.711361
752,Brinkworth Primary School,Main Street,Brinkworth,5464,-33.687102,138.404569
753,Cleve Area School,Second Street,Cleve,5640,-33.699447,136.497984
754,Cummins Area School,McFarlane Street,Cummins,5631,-34.263297,135.722276
755,Eudunda Area School,2 Reserve Road,Eudunda,5374,-34.181155,139.091271
756,Karoonda Area School,North Terrace,Karoonda,5307,-35.092105,139.894702
757,Keith Area School,Tolmer Terrace,Keith,5267,-36.099661,140.351182
758,Kingscote Campus,5 Centenary Avenue,Kingscote,5223,-35.650387,137.633343
759,Lameroo Regional Community School,1 Bews Terrace,Lameroo,5302,-35.331434,140.522579
760,Loxton Primary School,Pyap Street,Loxton,5333,-34.451324,140.567155
761,Maitland Area School,Junction Road,Maitland,5573,-34.368261,137.673481
762,Oakbank Area School,154 Onkaparinga Valley Road,Oakbank,5243,-34.988726,138.837232
763,Penola Primary School,Riddoch Street,Penola,5277,-37.379147,140.833229
764,Pinnaroo Primary School,Bundey Terrace,Pinnaroo,5304,-35.255862,140.907922
765,Wudinna Area School,Medley Terrace,Wudinna,5652,-33.044573,135.462851
766,Yankalilla Area School,207 Main South Road,Yankalilla,5203,-35.453257,138.333062
767,Yorketown Area School,Stansbury Road,Yorketown,5576,-35.015376,137.615442
768,Adelaide High School,West Terrace,Adelaide,5000,-34.925733,138.586678
769,Balaklava High School,14 Gwy Terrace,Balaklava,5461,-34.1503,138.41511
770,Birdwood High School,Shannon Street,Birdwood,5234,-34.822129,138.957682
771,Booleroo Centre District School,2-10 Stephen Street,Booleroo Centre,5482,-32.877326,138.349525
773,Clare High School,Elliot Street,Clare,5453,-33.822384,138.596522
774,Gawler and District College B-12,Barnet Road,Evanston,5116,-34.619476,138.736184
775,Gladstone High School,Main North Road,Gladstone,5473,-33.275577,138.35211
776,Glossop High School,535 Old Sturt Highway,Glossop,5344,-34.274792,140.535354
777,Jamestown Community School,Humphris Terrace,Jamestown,5491,-33.204904,138.609566
778,Kadina Memorial School,5 Doswell Terrace,Kadina,5554,-33.95764,137.70896
779,Kapunda High School,West Terrace,Kapunda,5373,-34.332945,138.910495
780,Millicent High School,Mount Burr Road,Millicent,5280,-37.591479,140.359255
781,Minlaton District School,2 North Terrace,Minlaton,5575,-34.765873,137.593581
783,Mount Barker High School,2 Wellington Road,Mount Barker,5251,-35.074991,138.85705
784,Mount Gambier High School,Brownes Road,Mount Gambier,5290,-37.826147,140.765689
785,Murray Bridge High School,Lohmann Street,Murray Bridge,5253,-35.135051,139.285294
786,Naracoorte High School,Stewart Terrace,Naracoorte,5271,-36.948548,140.726873
787,Norwood Morialta High School,505 The Parade,Magill,5072,-34.917934,138.672196
788,Nuriootpa High School,Penrice Road,Nuriootpa,5355,-34.466434,139.000529
789,Peterborough High School,Queen Street,Peterborough,5422,-32.978852,138.836939
790,Port Augusta Secondary School,3 Stirling Road,Port Augusta,5700,-32.493679,137.768693
791,Port Lincoln High School,Ruskin Road,Port Lincoln,5606,-34.723847,135.853942
792,John Pirie Secondary School,40 Mary Elie Street,Port Pirie,5540,-33.183024,138.010153
793,Quorn Area School,Stokes Road,Quorn,5433,-32.348904,138.036572
794,Renmark High School,Thurk Street,Renmark,5341,-34.172088,140.741263
795,Riverton and District High School,Oxford Terrace,Riverton,5412,-34.156173,138.749643
796,Eastern Fleurieu Strath 7-12 Campus,11 Callington Road,Strathalbyn,5255,-35.258179,138.903269
797,Unley High School,Kitchener Street,Netherby,5062,-34.970162,138.620336
798,Urrbrae Agricultural High School,505 Fullarton Road,Netherby,5062,-34.966994,138.621443
799,Victor Harbor High School,George Main Road,Victor Harbor,5211,-35.556148,138.611226
800,Waikerie High School,24 Blake Road,Waikerie,5330,-34.184584,139.973102
801,Woodville High School,11 Actil Avenue,Woodville,5011,-34.872943,138.540808
803,Brighton Secondary School,305 Brighton Road,North Brighton,5048,-35.003619,138.519676
805,Findon High School,Drummond Avenue,Findon,5023,-34.898332,138.526613
809,Henley High School,Cudmore Terrace,Henley Beach,5022,-34.923383,138.500356
810,Thebarton Senior College,Ashley Street,Torrensville,5031,-34.917275,138.562772
814,Le Fevre High School,90 Hart Street,Semaphore South,5019,-34.845622,138.484995
817,Marryatville High School,170 Kensington Road,Marryatville,5068,-34.9291,138.645443
822,Whyalla High School,Broadbent Terrace,Whyalla,5600,-33.038453,137.58087
823,Hamilton Secondary College,815 Marion Road,Mitchell Park,5043,-34.99837,138.560781
825,Elizabeth North Primary School,141 Woodford Road,Elizabeth North,5113,-34.703178,138.673909
838,Hospital Educ Serv W & CH,72 King William Road,North Adelaide,5006,-34.91151518,138.5999655
842,Cavan Education Centre,1 Jonal Drive,Cavan,5094,-34.821668,138.600663
844,The Grove Education Centre,39 Leslie Street West,Woodville,5011,-34.873425,138.544354
845,Raukkan Aboriginal School,Taplin Street,Raukkan,5259,-35.508878,139.132846
846,Point Pearce Aboriginal School,Parrys Avenue,Point Pearce,5573,-34.415187,137.501269
849,Open Access College,1-37 Marden Road,Marden,5070,-34.89271,138.635942
872,tafeSA  Port Augusta Campus,9-39 Carlton Parade,Port Augusta,5700,-32.494598,137.771621
892,Salisbury High School,14 Farley Grove,Salisbury North,5108,-34.755983,138.640772
893,Seaview High School,78-124 Seacombe Road,Seacombe Heights,5047,-35.030039,138.547313
